caseid,agearr10,age_group,sex,marital_status,number_of_children,alcohol_consumption,smoking_status,stresslevel,source_of_stress,hours_worked,job_satisfication,discrimination_Frequency,ourdoor_activities,living_standard,health_level,personal_relationship_level,apperance_level,stress
1140,96,7,2,6,0,6,3,1,96,6,6,6,2,8,8,7,7,Not at all stressful
1141,2,5,1,5,0,3,1,3,2,9,6,6,2,2,6,4,7,A bit stressful
1142,3,6,1,1,0,4,1,1,96,2,2,6,1,7,8,10,8,Not at all stressful
1143,96,1,1,6,1,5,3,2,4,2,6,6,2,10,10,10,9,Not very stressful
1144,1,7,1,5,0,1,3,3,6,6,6,6,2,7,5,3,7,A bit stressful
1145,96,6,1,6,0,6,3,1,96,6,6,6,1,9,5,10,7,Not at all stressful
1146,96,5,1,1,0,2,3,2,3,6,6,6,2,10,7,8,6,Not very stressful
1147,96,6,2,1,0,5,3,2,3,1,6,6,2,8,8,8,7,Not very stressful
1148,96,1,2,6,0,5,3,5,4,3,2,6,2,9,6,9,7,Extremely stressful
1149,96,7,2,3,0,6,3,1,96,6,6,6,1,10,9,10,7,Not at all stressful
1150,96,6,1,1,0,5,3,3,7,6,6,6,2,5,8,10,8,A bit stressful
1151,96,5,1,5,0,5,3,2,5,4,1,6,2,8,7,8,8,Not very stressful
1152,96,6,2,1,0,2,3,2,7,6,6,6,2,8,8,10,7,Not very stressful
1153,96,5,1,5,0,4,3,2,2,4,1,6,2,7,7,9,6,Not very stressful
1154,96,4,2,6,0,3,3,3,1,3,1,6,2,8,9,7,8,A bit stressful
1155,96,7,2,1,0,6,3,3,3,6,6,6,1,8,8,9,8,A bit stressful
1156,96,2,2,1,2,2,3,3,3,3,1,6,1,4,7,6,5,A bit stressful
1157,96,5,1,1,0,7,1,1,96,3,2,6,1,10,10,10,10,Not at all stressful
1158,1,6,2,1,0,2,3,4,3,6,6,6,2,9,6,4,1,Quite A bit stressful
1159,96,5,2,3,0,2,3,4,3,1,6,6,2,7,6,8,7,Quite A bit stressful
1160,96,3,2,6,2,7,2,3,98,3,6,6,2,8,10,8,9,A bit stressful
1161,96,2,1,1,0,2,3,3,6,3,3,6,2,6,5,8,7,A bit stressful
1162,96,4,1,2,0,4,2,2,1,4,6,6,2,8,8,10,9,Not very stressful
1163,96,2,2,2,0,2,3,2,1,3,6,2,2,10,8,10,8,Not very stressful
1164,96,6,1,5,0,6,3,2,6,6,6,6,2,9,8,7,8,Not very stressful
1165,96,4,2,1,1,5,3,2,1,3,1,6,2,9,7,10,7,Not very stressful
1166,96,6,2,1,0,3,3,3,3,6,6,6,2,8,5,2,0,A bit stressful
1167,96,2,2,1,2,2,3,3,1,3,3,6,1,8,8,9,9,A bit stressful
1168,96,6,1,1,0,4,1,3,3,6,6,6,2,9,7,10,10,A bit stressful
1169,96,5,2,5,0,7,3,4,2,1,6,6,2,4,3,9,9,Quite A bit stressful
1170,96,5,2,1,0,6,3,2,5,6,6,6,2,8,8,8,8,Not very stressful
1171,96,3,2,5,2,5,3,4,2,3,2,6,2,3,4,7,4,Quite A bit stressful
1172,96,2,1,1,3,3,3,4,5,4,2,6,2,7,5,7,3,Quite A bit stressful
1173,96,5,1,5,0,6,3,3,6,6,6,6,1,5,0,0,0,A bit stressful
1174,96,4,1,2,0,2,3,4,1,4,6,6,2,8,8,6,6,Quite A bit stressful
1175,96,5,2,1,0,7,3,2,7,2,1,6,1,8,8,8,6,Not very stressful
1176,96,5,2,1,0,6,3,1,96,6,6,6,1,9,10,10,9,Not at all stressful
1177,3,6,1,1,0,5,3,1,96,6,6,6,1,97,97,97,97,Not at all stressful
1178,96,2,1,2,1,3,3,4,1,4,6,6,2,9,9,8,8,Quite A bit stressful
1179,96,1,2,6,0,7,3,4,4,2,2,6,2,9,9,8,6,Quite A bit stressful
1180,96,5,2,5,0,4,3,2,1,3,1,6,2,7,9,9,9,Not very stressful
1181,96,7,2,1,0,5,3,4,3,6,6,6,1,6,6,7,8,Quite A bit stressful
1182,96,3,2,6,0,3,3,1,96,3,2,2,2,8,8,8,7,Not at all stressful
1183,96,5,1,1,0,1,1,1,96,6,6,6,1,10,8,10,10,Not at all stressful
1184,96,5,2,1,0,3,3,3,1,3,6,6,2,7,7,8,7,A bit stressful
1185,96,7,2,3,0,7,3,1,96,6,6,6,1,10,10,10,10,Not at all stressful
1186,96,3,1,1,2,6,2,2,3,3,1,6,2,8,8,8,8,Not very stressful
1187,96,7,2,5,0,3,3,2,2,6,6,6,2,10,8,5,5,Not very stressful
1188,4,4,2,1,0,7,3,4,2,4,1,6,1,9,9,9,9,Quite A bit stressful
1189,96,5,2,5,0,4,3,2,6,1,6,6,2,9,9,9,8,Not very stressful
1190,96,2,1,4,0,4,3,1,96,4,1,6,2,10,10,10,10,Not at all stressful
1191,1,4,1,1,2,3,3,3,5,3,1,6,2,5,6,7,7,A bit stressful
1192,96,6,2,5,0,6,3,1,96,6,6,6,1,10,4,10,5,Not at all stressful
1193,96,5,1,5,0,1,3,2,3,3,2,6,2,8,10,5,8,Not very stressful
1194,4,7,1,6,0,6,3,1,96,6,6,6,1,10,10,6,0,Not at all stressful
1195,96,5,2,1,0,2,3,1,96,2,6,2,1,8,8,8,6,Not at all stressful
1196,96,3,2,6,1,5,2,3,1,4,1,6,2,7,7,6,7,A bit stressful
1197,96,1,2,2,1,5,3,3,5,2,6,3,2,7,7,8,8,A bit stressful
1198,96,2,2,6,0,5,2,3,7,9,9,6,2,9,4,7,7,A bit stressful
1199,96,5,1,5,0,1,2,3,5,2,6,6,2,5,5,4,5,A bit stressful
1200,96,4,1,6,0,2,3,2,1,3,2,6,1,8,8,7,7,Not very stressful
1201,96,4,2,1,0,5,3,4,1,3,1,6,2,9,9,9,7,Quite A bit stressful
1202,96,5,2,1,0,5,1,2,3,2,6,6,2,8,8,10,8,Not very stressful
1203,96,1,2,6,0,7,3,2,3,3,1,6,2,7,7,9,6,Not very stressful
1204,96,5,1,1,0,4,3,3,1,4,6,6,2,9,9,9,9,A bit stressful
1205,96,1,2,6,0,6,3,3,2,3,1,6,2,6,7,8,5,A bit stressful
1206,96,1,2,6,2,5,3,3,4,6,6,6,2,9,8,10,10,A bit stressful
1207,96,7,1,1,0,6,3,5,6,6,6,6,1,5,1,10,6,Extremely stressful
1208,96,3,1,6,0,4,1,1,96,6,6,6,2,7,8,7,9,Not at all stressful
1209,96,6,1,1,0,5,3,1,96,6,6,6,2,10,10,10,10,Not at all stressful
1210,96,5,2,1,0,6,3,2,3,6,6,6,2,8,8,9,6,Not very stressful
1211,96,6,2,1,0,6,3,1,96,6,6,6,1,10,8,10,9,Not at all stressful
1212,96,5,1,5,0,1,3,2,6,1,6,6,2,7,8,7,8,Not very stressful
1213,96,2,1,2,0,3,3,3,1,3,2,6,2,10,9,10,9,A bit stressful
1214,96,3,2,2,0,6,3,2,99,3,1,6,2,10,8,10,8,Not very stressful
1215,96,5,2,5,0,3,1,1,96,6,6,6,2,6,6,8,6,Not at all stressful
1216,96,4,1,1,3,2,3,4,5,4,1,6,2,10,9,8,9,Quite A bit stressful
1217,96,6,2,1,0,5,3,2,3,6,6,6,1,8,3,10,4,Not very stressful
1218,5,7,1,1,0,5,3,1,96,6,6,6,1,9,9,10,8,Not at all stressful
1219,96,2,2,1,1,6,3,3,1,3,2,2,1,7,7,8,8,A bit stressful
1220,96,4,2,1,0,6,3,3,5,2,3,6,2,5,5,6,2,A bit stressful
1221,3,7,1,1,0,4,3,2,6,6,6,6,2,7,7,2,5,Not very stressful
1222,96,5,2,2,0,5,3,1,96,3,1,6,2,9,9,10,9,Not at all stressful
1223,96,2,1,1,0,2,2,4,1,3,3,6,2,5,7,9,6,Quite A bit stressful
1224,3,7,1,1,0,3,3,3,2,3,6,6,2,8,8,8,7,A bit stressful
1225,3,3,2,1,2,6,3,4,5,3,6,6,2,9,8,9,7,Quite A bit stressful
1226,96,2,2,1,0,4,3,3,1,3,2,2,2,10,9,10,8,A bit stressful
1227,96,6,2,1,0,5,3,3,3,6,6,6,1,5,6,10,5,A bit stressful
1228,4,2,1,1,1,5,3,3,5,4,2,6,2,8,9,10,7,A bit stressful
1229,4,5,2,3,0,6,3,4,1,3,2,6,9,8,7,7,6,Quite A bit stressful
1230,96,1,1,6,1,3,3,3,4,2,2,6,2,7,8,7,7,A bit stressful
1231,96,4,2,5,0,7,1,1,96,4,6,6,2,8,9,5,8,Not at all stressful
1232,4,6,1,1,0,3,3,2,7,6,6,6,2,9,7,10,8,Not very stressful
1233,96,6,2,1,0,4,3,3,5,6,6,6,2,7,7,7,8,A bit stressful
1234,96,5,1,5,0,5,3,3,1,3,2,6,2,5,4,6,4,A bit stressful
1235,96,5,1,4,0,7,2,3,3,2,4,6,2,4,4,8,4,A bit stressful
1236,96,4,1,2,0,3,3,2,5,3,6,6,2,5,7,7,8,Not very stressful
1237,96,4,2,6,0,6,3,2,7,3,3,6,2,5,0,0,0,Not very stressful
1238,96,4,2,2,0,5,3,2,7,1,6,6,2,10,10,8,10,Not very stressful
1239,1,3,2,1,3,6,3,3,5,3,6,6,2,7,8,7,7,A bit stressful
1240,96,5,1,2,0,6,2,3,7,6,6,6,2,9,8,9,9,A bit stressful
1241,96,5,2,2,0,5,3,1,96,6,6,6,1,5,5,7,5,Not at all stressful
1242,6,5,1,1,0,7,3,3,6,3,6,6,1,8,5,8,7,A bit stressful
1243,96,6,2,1,0,5,3,3,5,6,6,6,2,9,7,9,8,A bit stressful
1244,96,3,2,6,0,4,3,3,1,3,3,6,1,8,7,5,4,A bit stressful
1245,96,5,1,1,0,4,3,3,1,3,3,6,2,7,8,9,8,A bit stressful
1246,96,3,1,6,0,7,3,2,5,3,3,6,2,6,7,5,5,Not very stressful
1247,96,6,1,2,0,7,3,2,5,2,6,2,2,6,7,8,8,Not very stressful
1248,96,1,2,6,0,6,3,4,2,3,1,6,2,8,9,9,8,Quite A bit stressful
1249,2,2,1,6,0,5,3,1,96,3,6,6,2,9,10,10,10,Not at all stressful
1250,96,4,1,1,0,7,3,1,96,1,6,6,2,10,10,10,10,Not at all stressful
1251,96,3,1,6,0,3,3,2,1,3,6,6,2,7,7,7,8,Not very stressful
1252,7,7,2,3,0,7,3,1,96,6,6,6,1,5,5,5,5,Not at all stressful
1253,96,5,2,1,0,5,3,2,3,6,6,6,2,10,8,10,8,Not very stressful
1254,96,4,1,5,0,5,3,3,3,2,3,6,1,5,6,6,5,A bit stressful
1255,96,7,2,1,0,3,3,4,3,6,6,6,1,7,5,6,5,Quite A bit stressful
1256,96,6,2,3,0,3,3,3,3,6,6,6,2,3,1,4,2,A bit stressful
1257,96,1,1,2,0,5,3,3,2,3,1,1,2,7,7,8,8,A bit stressful
1258,96,4,2,1,3,4,1,4,3,9,6,6,1,4,9,0,7,Quite A bit stressful
1259,96,6,1,6,0,6,3,1,96,3,2,6,2,9,8,10,8,Not at all stressful
1260,96,5,2,6,0,7,3,3,6,6,6,6,1,10,6,8,7,A bit stressful
1261,96,5,2,1,0,5,3,4,2,6,6,6,1,0,4,6,5,Quite A bit stressful
1262,3,6,2,3,0,5,3,2,7,6,6,6,1,10,10,10,10,Not very stressful
1263,96,4,1,1,0,1,2,1,96,2,6,6,2,10,8,10,10,Not at all stressful
1264,96,2,2,1,1,4,3,3,1,2,2,6,2,6,8,8,8,A bit stressful
1265,1,2,2,1,2,6,3,2,2,3,2,6,1,7,8,8,6,Not very stressful
1266,96,3,1,1,2,6,3,1,96,4,1,6,2,9,7,7,8,Not at all stressful
1267,3,5,2,1,0,7,3,2,97,6,6,6,1,10,10,10,10,Not very stressful
1268,96,6,2,1,0,6,3,1,96,6,6,6,1,9,9,10,6,Not at all stressful
1269,3,3,1,1,1,97,7,7,97,3,6,6,7,97,97,97,97,Extremely stressful
1270,96,2,1,1,0,4,3,4,6,2,6,6,2,7,5,6,6,Quite A bit stressful
1271,96,1,1,6,2,4,3,3,6,1,3,6,2,5,6,9,5,A bit stressful
1272,96,2,2,6,0,3,2,4,6,2,2,6,2,5,6,5,4,Quite A bit stressful
1273,96,4,2,1,1,6,3,2,5,3,1,6,2,10,7,9,7,Not very stressful
1274,96,4,1,2,0,4,3,2,5,3,2,6,2,8,8,8,8,Not very stressful
1275,96,5,2,5,0,5,3,3,5,3,1,2,1,5,7,5,5,A bit stressful
1276,96,2,1,2,0,3,2,3,4,4,4,6,2,7,7,8,8,A bit stressful
1277,96,3,1,5,0,6,1,2,3,3,1,6,2,8,8,8,8,Not very stressful
1278,96,4,1,1,0,2,3,3,1,3,1,6,2,10,10,10,10,A bit stressful
1279,96,6,2,5,0,4,3,3,2,6,6,6,1,5,3,5,6,A bit stressful
1280,96,4,1,1,0,7,3,2,2,3,2,4,2,7,5,9,5,Not very stressful
1281,96,6,2,4,0,7,3,1,96,6,6,6,1,9,9,10,9,Not at all stressful
1282,96,3,1,1,2,3,3,2,7,4,6,6,2,10,8,8,10,Not very stressful
1283,96,1,2,6,0,4,3,1,96,3,6,6,2,10,9,10,9,Not at all stressful
1284,96,2,2,6,0,4,3,2,5,3,5,6,2,5,7,7,8,Not very stressful
1285,3,7,1,1,0,3,3,2,3,6,6,6,2,8,9,9,9,Not very stressful
1286,4,4,2,1,0,5,3,2,3,3,2,6,2,9,9,9,8,Not very stressful
1287,96,6,2,1,0,6,3,2,6,2,6,6,2,8,2,8,6,Not very stressful
1288,96,4,2,1,0,5,3,3,99,3,2,6,2,3,3,5,5,A bit stressful
1289,1,5,2,4,0,5,3,2,7,6,6,6,2,8,6,6,7,Not very stressful
1290,96,5,1,6,0,4,3,2,2,4,3,6,2,4,6,3,5,Not very stressful
1291,96,2,2,6,0,7,3,3,97,4,2,6,2,6,8,7,6,A bit stressful
1292,96,2,2,6,1,3,3,1,96,3,2,6,2,8,7,5,6,Not at all stressful
1293,96,6,1,1,0,3,3,1,96,3,6,6,2,8,6,10,10,Not at all stressful
1294,96,6,1,1,0,6,3,1,96,6,6,6,1,10,5,10,5,Not at all stressful
1295,96,2,1,6,0,7,3,3,4,6,6,6,1,8,8,8,6,A bit stressful
1296,96,2,2,6,0,4,3,2,5,3,2,6,2,6,7,6,7,Not very stressful
1297,96,4,1,1,0,4,3,3,3,3,6,2,1,7,5,8,7,A bit stressful
1298,2,5,1,4,0,5,3,1,96,6,6,6,2,9,6,97,10,Not at all stressful
1299,96,3,2,1,1,5,3,3,7,3,1,6,2,9,9,9,9,A bit stressful
1300,96,2,2,6,1,7,3,2,2,3,3,6,2,5,8,8,5,Not very stressful
1301,96,6,2,3,0,5,3,1,96,6,6,6,2,10,7,10,6,Not at all stressful
1302,96,5,1,2,0,1,2,3,1,4,1,6,2,8,8,9,8,A bit stressful
1303,96,6,2,1,0,6,3,3,3,6,6,6,2,6,7,4,8,A bit stressful
1304,96,3,2,4,2,4,3,3,2,3,1,6,2,8,10,9,9,A bit stressful
1305,96,7,2,1,0,3,3,3,3,6,6,6,1,8,10,8,8,A bit stressful
1306,96,3,1,6,0,3,3,2,7,4,6,2,2,7,7,7,5,Not very stressful
1307,96,6,2,6,0,5,3,3,3,6,6,6,1,9,6,7,7,A bit stressful
1308,96,4,1,6,0,3,3,4,1,3,2,6,2,7,5,6,7,Quite A bit stressful
1309,96,7,2,5,0,4,3,2,7,6,6,6,2,10,9,10,9,Not very stressful
1310,96,5,2,1,0,7,1,1,96,6,6,6,1,10,10,10,9,Not at all stressful
1311,2,2,1,1,0,4,3,3,1,4,6,6,2,9,9,8,8,A bit stressful
1312,96,5,2,1,0,3,2,2,5,2,2,6,2,10,8,8,7,Not very stressful
1313,96,2,2,6,0,3,3,4,1,4,1,2,2,8,8,7,8,Quite A bit stressful
1314,96,5,2,5,0,7,1,3,3,6,6,6,1,7,5,8,6,A bit stressful
1315,3,7,2,1,0,6,3,1,96,6,6,6,1,10,8,10,10,Not at all stressful
1316,1,3,1,6,0,5,1,2,5,3,6,6,2,5,7,5,8,Not very stressful
1317,96,2,1,1,2,4,3,2,5,3,2,6,1,6,9,8,7,Not very stressful
1318,96,6,1,1,0,2,3,2,7,6,6,6,2,9,8,9,8,Not very stressful
1319,96,3,2,5,2,5,3,3,2,3,1,6,2,7,8,7,7,A bit stressful
1320,96,5,2,6,0,1,3,3,1,3,1,6,2,10,10,4,4,A bit stressful
1321,96,6,1,1,0,2,3,2,7,6,6,6,2,8,10,10,10,Not very stressful
1322,96,4,2,6,0,6,2,4,7,6,6,6,1,5,3,7,2,Quite A bit stressful
1323,96,4,1,1,0,5,3,2,98,4,1,6,2,10,9,10,10,Not very stressful
1324,96,3,1,1,2,4,3,3,3,3,2,6,2,7,7,8,7,A bit stressful
1325,96,3,2,2,1,3,3,1,96,4,1,6,2,10,10,10,10,Not at all stressful
1326,96,3,1,6,0,6,3,3,6,6,6,6,1,4,5,6,8,A bit stressful
1327,96,4,2,1,0,3,3,4,1,4,2,6,2,8,8,7,8,Quite A bit stressful
1328,2,6,1,5,0,4,3,3,2,3,1,6,2,8,8,8,8,A bit stressful
1329,96,2,2,1,0,5,3,3,1,3,1,6,2,9,9,7,8,A bit stressful
1330,96,2,1,2,1,3,1,3,3,9,6,6,2,8,9,10,7,A bit stressful
1331,96,1,1,2,1,4,1,3,7,6,6,6,2,10,7,10,10,A bit stressful
1332,96,1,1,6,1,7,3,3,4,3,6,6,2,10,9,9,9,A bit stressful
1333,96,5,2,5,0,6,3,7,6,6,6,6,1,7,8,7,7,Extremely stressful
1334,96,4,2,1,1,3,1,2,2,1,6,6,2,7,4,7,8,Not very stressful
1335,96,7,1,5,0,1,3,2,7,6,6,6,1,8,9,8,8,Not very stressful
1336,96,2,1,1,0,6,3,2,1,3,2,6,2,9,6,10,6,Not very stressful
1337,96,2,1,1,2,2,3,3,1,4,1,6,2,9,8,10,8,A bit stressful
1338,96,3,1,2,2,4,3,2,5,4,2,6,2,7,5,6,7,Not very stressful
1339,96,6,2,4,0,7,1,5,7,6,6,6,2,5,6,10,7,Extremely stressful
1340,96,6,2,1,0,7,3,3,6,6,6,6,9,7,3,10,9,A bit stressful
1341,4,3,2,1,2,7,3,2,5,3,1,6,2,7,8,9,9,Not very stressful
1342,96,4,2,1,0,4,3,5,1,3,3,6,2,10,10,10,10,Extremely stressful
1343,96,2,2,1,3,6,3,3,5,4,6,6,2,10,8,8,4,A bit stressful
1344,96,5,2,1,0,2,3,2,3,6,6,6,2,9,8,9,6,Not very stressful
1345,96,2,2,6,0,3,3,3,4,2,3,6,2,8,6,7,8,A bit stressful
1346,96,4,1,1,2,4,3,3,5,4,2,6,2,7,7,5,7,A bit stressful
1347,4,3,2,1,2,7,3,3,5,3,2,6,2,8,8,8,9,A bit stressful
1348,96,6,2,3,0,7,3,1,96,6,6,6,2,5,9,6,5,Not at all stressful
1349,96,1,2,6,0,5,3,2,2,3,1,6,2,10,8,10,7,Not very stressful
1350,96,5,2,4,3,6,3,3,6,6,6,6,2,6,6,8,2,A bit stressful
1351,96,5,1,1,0,5,3,3,6,3,6,3,2,8,7,9,7,A bit stressful
1352,96,4,1,6,0,7,3,3,2,3,2,6,2,5,6,7,7,A bit stressful
1353,1,1,1,6,0,5,3,1,96,6,6,6,2,8,8,8,8,Not at all stressful
1354,96,5,2,5,0,7,3,3,1,3,2,6,1,8,5,0,5,A bit stressful
1355,3,7,1,1,0,7,3,3,3,2,6,6,1,7,7,9,10,A bit stressful
1356,96,2,1,1,1,6,3,1,96,2,6,6,2,8,8,10,10,Not at all stressful
1357,4,3,2,6,0,4,3,1,96,3,2,6,2,6,6,10,6,Not at all stressful
1358,96,3,2,1,2,6,3,3,5,3,2,6,2,9,8,10,9,A bit stressful
1359,3,3,2,1,0,6,3,3,1,9,9,6,2,8,4,10,0,A bit stressful
1360,96,4,2,1,1,7,3,1,96,3,6,6,2,8,7,9,7,Not at all stressful
1361,96,2,1,1,3,2,3,2,1,3,6,6,2,9,8,9,8,Not very stressful
1362,96,5,2,5,0,6,1,3,2,3,2,6,2,7,8,6,4,A bit stressful
1363,96,1,2,6,0,7,3,4,4,6,6,6,2,10,10,8,7,Quite A bit stressful
1364,2,2,1,6,0,5,3,3,4,3,2,1,2,8,8,8,9,A bit stressful
1365,4,7,2,1,0,4,1,5,7,6,6,6,1,6,3,6,7,Extremely stressful
1366,96,3,1,1,1,3,3,4,1,3,2,6,2,8,9,8,8,Quite A bit stressful
1367,96,7,2,3,0,7,3,3,6,6,6,6,1,10,4,8,3,A bit stressful
1368,96,2,2,2,3,5,3,2,2,3,6,6,2,2,9,5,3,Not very stressful
1369,1,1,2,6,1,5,3,4,4,1,2,6,1,10,6,5,6,Quite A bit stressful
1370,96,5,2,2,0,5,3,2,2,6,6,6,2,8,10,10,6,Not very stressful
1371,2,7,2,3,0,6,3,2,3,6,6,6,2,8,8,9,9,Not very stressful
1372,96,3,2,1,2,4,3,3,1,3,2,6,2,8,9,8,7,A bit stressful
1373,3,6,1,1,0,5,3,1,96,3,6,6,1,9,9,10,9,Not at all stressful
1374,5,4,2,1,0,5,3,2,2,3,3,2,2,8,8,10,8,Not very stressful
1375,96,4,1,6,2,3,3,2,5,3,1,6,2,9,9,9,9,Not very stressful
1376,96,7,2,3,0,3,3,3,6,6,6,6,2,7,5,9,6,A bit stressful
1377,96,3,2,4,1,6,1,4,6,6,6,6,2,5,3,5,3,Quite A bit stressful
1378,96,6,2,1,0,7,3,1,96,6,6,6,1,8,8,7,7,Not at all stressful
1379,96,1,1,6,0,2,3,3,2,3,2,6,2,8,7,8,7,A bit stressful
1380,96,5,2,2,0,7,1,4,1,3,1,6,2,8,8,10,5,Quite A bit stressful
1381,96,6,2,1,0,6,3,2,3,6,6,6,2,5,6,8,5,Not very stressful
1382,96,5,1,1,0,5,3,3,1,3,1,6,2,10,9,10,6,A bit stressful
1383,3,4,1,1,0,6,3,2,2,3,1,6,1,8,9,9,6,Not very stressful
1384,96,5,1,1,0,4,3,3,1,4,1,6,2,10,9,10,8,A bit stressful
1385,96,6,2,5,0,5,3,3,2,3,3,6,2,2,7,3,7,A bit stressful
1386,96,5,1,2,0,3,3,2,6,6,6,6,2,8,7,7,7,Not very stressful
1387,96,5,1,6,0,7,3,3,6,6,6,6,1,8,8,97,8,A bit stressful
1388,96,6,1,5,0,1,3,2,5,6,6,6,1,10,6,9,9,Not very stressful
1389,96,5,2,6,0,1,3,2,3,3,6,1,2,10,7,6,6,Not very stressful
1390,96,6,1,1,0,5,1,2,5,6,6,6,2,6,6,8,6,Not very stressful
1391,96,3,2,3,0,5,3,3,1,3,1,6,2,9,8,8,8,A bit stressful
1392,96,6,1,3,0,3,2,2,3,6,6,6,2,10,8,9,6,Not very stressful
1393,96,6,1,2,0,3,3,1,96,6,6,6,2,9,8,10,7,Not at all stressful
1394,2,2,1,1,1,6,3,1,96,3,2,6,2,10,7,5,7,Not at all stressful
1395,96,4,1,5,0,3,1,3,1,3,2,6,2,5,5,6,8,A bit stressful
1396,96,3,2,6,0,4,2,3,1,3,2,6,2,8,8,8,8,A bit stressful
1397,4,4,1,1,0,5,3,3,1,3,1,6,1,8,10,10,10,A bit stressful
1398,96,4,2,6,1,5,3,5,1,4,6,6,2,8,8,6,7,Extremely stressful
1399,96,5,2,1,0,6,1,3,3,3,2,6,2,8,6,10,9,A bit stressful
1400,96,5,2,2,0,6,3,2,6,3,1,6,2,9,6,9,7,Not very stressful
1401,96,4,1,1,0,2,3,2,1,3,1,6,2,10,10,10,10,Not very stressful
1402,3,2,2,1,0,7,3,3,2,3,2,6,2,5,7,8,6,A bit stressful
1403,4,2,2,1,2,6,3,2,2,6,6,6,2,10,8,9,7,Not very stressful
1404,3,2,1,1,0,5,3,2,1,3,2,6,2,9,8,9,8,Not very stressful
1405,96,6,2,1,0,1,3,4,6,6,6,6,1,5,3,7,5,Quite A bit stressful
1406,96,2,2,6,0,4,3,3,1,4,4,1,2,8,5,7,7,A bit stressful
1407,96,1,1,6,0,5,3,4,2,1,2,6,2,10,10,10,10,Quite A bit stressful
1408,96,4,2,1,1,5,3,4,3,6,6,6,1,8,8,7,8,Quite A bit stressful
1409,4,6,1,1,0,1,3,2,5,2,2,6,2,8,9,2,9,Not very stressful
1410,96,3,2,1,1,5,3,3,3,3,6,6,2,7,7,7,7,A bit stressful
1411,6,6,2,1,0,5,3,1,96,6,6,6,1,9,8,10,9,Not at all stressful
1412,4,7,2,2,0,7,3,1,96,6,6,6,1,10,10,10,10,Not at all stressful
1413,96,5,1,1,0,2,3,2,5,6,6,6,2,8,9,8,8,Not very stressful
1414,96,6,1,1,0,5,3,3,3,6,6,6,1,8,9,8,8,A bit stressful
1415,96,4,1,1,0,3,3,4,1,4,6,6,2,8,4,8,5,Quite A bit stressful
1416,3,4,2,5,0,6,2,4,7,3,2,6,2,2,2,2,5,Quite A bit stressful
1417,96,2,1,6,2,5,3,3,3,3,6,6,2,8,8,8,8,A bit stressful
1418,3,4,1,1,1,5,3,5,1,4,1,2,2,4,10,10,7,Extremely stressful
1419,96,1,2,6,0,3,1,3,3,2,3,6,2,10,6,4,4,A bit stressful
1420,2,4,2,2,1,7,3,4,7,2,6,6,2,8,5,7,7,Quite A bit stressful
1421,96,7,1,1,0,3,3,2,2,6,6,6,1,10,10,10,10,Not very stressful
1422,96,7,2,3,0,5,3,1,96,6,6,6,2,10,8,10,10,Not at all stressful
1423,96,3,2,6,0,7,1,4,3,3,2,6,2,10,6,10,5,Quite A bit stressful
1424,96,2,2,1,1,6,3,3,3,3,1,6,1,9,8,9,7,A bit stressful
1425,99,3,2,1,0,5,3,4,5,3,1,6,1,10,8,9,5,Quite A bit stressful
1426,96,3,1,1,0,3,3,3,2,3,6,6,1,5,7,8,6,A bit stressful
1427,96,4,1,6,0,7,1,1,96,3,6,6,2,8,8,8,8,Not at all stressful
1428,96,7,2,1,0,7,3,1,96,6,6,6,2,10,8,10,8,Not at all stressful
1429,96,1,2,6,0,4,3,3,2,1,6,6,2,7,5,4,6,A bit stressful
1430,96,3,2,2,0,5,3,3,2,6,6,6,2,2,5,8,10,A bit stressful
1431,96,2,1,1,2,5,3,2,2,3,1,6,2,8,8,9,7,Not very stressful
1432,96,5,1,1,0,6,3,1,96,4,1,6,2,8,10,10,10,Not at all stressful
1433,96,2,1,1,0,2,3,1,96,3,2,6,2,8,7,10,7,Not at all stressful
1434,96,7,2,6,0,6,3,1,96,6,6,6,1,8,9,10,9,Not at all stressful
1435,96,3,2,1,2,6,3,3,5,3,2,6,2,8,8,9,3,A bit stressful
1436,96,6,2,1,0,6,3,2,3,3,1,6,2,7,7,8,5,Not very stressful
1437,96,4,2,1,0,5,3,3,5,4,4,6,2,7,5,7,0,A bit stressful
1438,96,5,1,1,0,6,3,3,7,4,6,6,2,10,10,10,8,A bit stressful
1439,96,1,2,6,0,5,1,3,4,1,6,6,2,8,8,7,7,A bit stressful
1440,96,2,2,1,0,3,3,2,5,3,6,6,2,7,8,8,6,Not very stressful
1441,96,7,1,3,0,5,3,4,7,6,6,6,1,5,5,5,5,Quite A bit stressful
1442,96,2,2,1,2,3,1,5,2,3,4,6,1,0,5,2,0,Extremely stressful
1443,96,4,2,1,0,5,3,3,1,3,2,6,2,8,8,7,7,A bit stressful
1444,96,2,1,6,0,2,3,4,1,3,1,6,2,10,10,7,8,Quite A bit stressful
1445,96,5,1,1,0,2,3,2,7,4,6,6,2,10,8,10,8,Not very stressful
1446,96,7,2,3,0,7,3,1,96,6,6,6,2,10,10,10,8,Not at all stressful
1447,96,4,1,6,0,7,3,2,2,6,6,6,1,10,10,8,10,Not very stressful
1448,96,7,2,3,0,6,3,1,96,6,6,6,1,8,6,7,8,Not at all stressful
1449,96,4,2,4,0,7,3,2,6,6,6,6,1,5,5,5,5,Not very stressful
1450,4,4,2,1,0,7,3,4,2,6,6,6,2,6,5,7,7,Quite A bit stressful
